,abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
2200,Top U.S. health officials testified before Congress and warned that the country was a long way from containing the outbreak.,2020-05-12T23:36:47+0000,briefing,1295,,Coronavirus Briefing: What Happened Today,U.S.,
2201,Here’s what you need to know.,2020-05-11T03:46:11+0000,briefing,1584,,"Coronavirus, U.K. Quarantine, Climate Change: Your Monday Briefing",Briefing,
2202,"Infection fears hit the West Wing, and more grim job numbers emerge: This is your morning tip sheet.",2020-05-11T10:59:23+0000,News,1165,,On Politics: Coronavirus at the White House,U.S.,Politics
2203,"Caitriona Balfe, Diana Gabaldon and the showrunner Matthew B. Roberts discussed the centrality of sexual violence to the story and their attempts to portray it meaningfully.",2020-05-11T01:00:06+0000,News,2045,,How the ‘Outlander’ Team Managed That Shocking Season Finale,Arts,Television
2204,"A 1938 storybook home in Mill Valley, a new house in San Jose and a midcentury hacienda in Pasadena.",2020-05-11T13:00:35+0000,Slideshow,0,,What You Get for $2.8 Million in California,Real Estate,
2206,Can you find Mozambique on a map? What else do you know about this African nation with about 30 million people?,2020-05-11T13:35:23+0000,Interactive Feature,0,,How Much Do You Know About Mozambique?,The Learning Network,
2208,"Curtis T. Hill Jr., a Republican, had his law license suspended for 30 days after the court found that he inappropriately touched four women at a party in 2018.",2020-05-12T00:37:05+0000,News,698,23.0,Indiana Attorney General Suspended by State Supreme Court in Groping Case,U.S.,Politics
2209,How well did you follow the news this past week? How many of these 10 questions can you get right?,2020-05-12T11:58:45+0000,Interactive Feature,0,,"Weekly News Quiz for Students: Unemployment Rate, Dropped Criminal Case, ESPN",The Learning Network,
2210,Tuesday: Jim Newton says the nickname misses the seriousness of Mr. Brown’s spirituality. Also: Election Day in the 25th Congressional District.,2020-05-12T13:05:33+0000,briefing,1266,,Why Jerry Brown’s Biographer Thinks ‘Moonbeam’ Is Unfair,U.S.,
2215,The case was the latest example of the Justice Department’s efforts to combat Chinese influence on American campuses.,2020-05-12T01:10:45+0000,News,845,21.0,Arkansas Professor Is Accused of Hiding Chinese Funding,U.S.,Politics
2219,You don’t have to boil noodles or make a roux for this super easy version of the classic comfort food.,2020-05-13T18:55:55+0000,News,441,,"The Easiest, Crunchiest Baked Mac and Cheese",Food,
2220,The president’s re-election strategy isn’t based on reality. How could it be?,2020-05-13T09:00:24+0000,Op-Ed,2385,,Trump Is Staking Out His Own Universe of ‘Alternative Facts’,Opinion,
2221,"President Trump pushes to reopen schools, and criticizes Dr. Fauci’s warnings about moving too quickly. The administration weighs extending some border restrictions indefinitely.",2020-05-13T09:08:51+0000,News,4608,,Wisconsin Supreme Court Strikes Down Stay-at-Home Order,U.S.,
2222,"In this lesson, students will learn about the impact of shutting New York’s subway down overnight and reflect on ways to support transit workers, homeless people and daily subway riders.",2020-05-13T12:08:01+0000,News,1333,,Lesson of the Day: ‘Here’s What the First Night of the Subway Shutdown Looked Like’,The Learning Network,
2223,Many companies in the travel industry are in survival mode. That’s their argument for not refunding your deposits.,2020-05-12T09:00:19+0000,News,1558,,Refunds or Credits? Travelers and Businesses Face Off,Travel,
2225,Benjamin Kramer returns to turn a page.,2020-05-13T02:00:04+0000,News,797,,Succeed at All of Life’s Endeavors,Crosswords & Games,
2226,Five housebound photographers used everyday items to create images that speak to both their inner lives and the world beyond their walls.,2020-05-12T19:12:38+0000,News,2504,,"Still Life With Fly Swatter, or Hourglass, or Lemons",T Magazine,
2227,"Yesterday, the Supreme Court considered two sets of cases with potentially historic implications for presidential power — over the phone.",2020-05-13T10:00:07+0000,News,298,,The Constitutional Clash on a Conference Call,Podcasts,The Daily
2228,Perfecting the technology has taken longer than expected. The coronavirus pandemic has made it even more difficult.,2020-05-12T16:00:10+0000,News,1165,1.0,This Was Supposed to Be the Year Driverless Cars Went Mainstream,Technology,
2229,"An amendment that went into effect this week allows polygamy to be punished as an infraction in some cases, but it remains a felony if force, threats or other abuses are involved.",2020-05-13T22:08:30+0000,News,888,,"Utah Lowers Penalty for Polygamy, No Longer a Felony",U.S.,
2230,"Hundreds of maximum-security inmates, including three mob bosses, were granted house arrest because of health concerns. The backlash forced the government to scramble.",2020-05-13T13:06:40+0000,News,1230,5.0,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi",World,Europe
2231,Law enforcement officials’ abrupt decision to end the case drew accusations from former colleagues that they had undermined the rule of law.,2020-05-13T01:16:34+0000,News,995,1.0,Judge Hesitates to Accept Justice Dept. Move to Drop Flynn Charge,U.S.,Politics
2232,"In violation of the U.F.C.’s written guidance, there were interviews in the octagon, a lack of social distancing and missing masks.",2020-05-12T23:13:26+0000,News,1451,9.0,U.F.C.’s Coronavirus Plan Is Careful. Its Enforcement Has Been Spotty.,Sports,
2233,The long-running “Neighbours” is one of the world’s first live-action series to return to set since the coronavirus outbreak. Its new safety rules could point a way forward for the struggling entertainment industry.,2020-05-11T21:31:53+0000,News,1111,7.0,"An Australian Soap Opera Returns, With Distance (and No Kissing)",Arts,Television
2234,"In “Dark Mirror,” Barton Gellman writes about being one of the few journalists to whom Snowden leaked classified documents about government surveillance.",2020-05-12T09:00:02+0000,Review,1162,4.0,"One Journalist’s Wary, Frustrating Relationship With Edward Snowden",Books,
2236,He was commissioner of the upstart American Basketball Association and built the Indiana Pacers and the Kentucky Colonels into champions.,2020-05-13T22:42:35+0000,Obituary (Obit),912,11.0,"Mike Storen, 84, Dies; Ran a Basketball League and Three Teams",Sports,Pro Basketball
2237,"Former Representative David Rivera, a strident anti-communist, was quietly consulting for President Nicolás Maduro’s socialist government. He produced five pages of reports, the lawsuit said.",2020-05-13T16:45:09+0000,News,683,6.0,Venezuelan Oil Company Sues Miami Ex-Congressman Over $50 Million Deal,U.S.,
2238,The virtual art fair tries to condense 160 galleries onto your phone screen. Can art hold your attention amid the infinite scroll?,2020-05-12T23:11:03+0000,News,1324,1.0,My Weekend Binge Online at Frieze,Arts,Art & Design
2242,"With an 8th-grade education, she emigrated to Brooklyn, where she invested her savings in real estate, rented out apartments and ran two laundromats.",2020-05-12T19:51:17+0000,Obituary (Obit),531,24.0,"Edith Richemond, a Haitian Bootstrap Success Story, Dies at 88",Obituaries,
2246,"Mike Garcia, who won the endorsement of President Trump, flipped California’s 25th Congressional District after Representative Katie Hill, a Democrat, resigned last year.",2020-05-13T21:04:11+0000,News,555,19.0,Republican Wins House Seat in California Special Election,U.S.,Politics
2247,All the world with an internet connection has suddenly become a stage. A lot of those stages have programmed Shakespeare.,2020-05-13T14:00:08+0000,News,1418,5.0,Is This a Livestream I See Before Me?,Theater,
2248,Another influential family was split by the war when a retired province police chief defected to the insurgency. His son remains deputy governor.,2020-05-11T08:37:51+0000,News,868,17.0,This Afghan General Fought the Taliban for Years. Now He Has Joined Them.,World,Asia Pacific
2249,"The coronavirus didn’t stop these couples from celebrating their love with fun, creative and romantic proposals.",2020-05-12T13:15:39+0000,News,5323,10.0,Quarantined and Engaged: They Said ‘Yes!’,Fashion & Style,Weddings
2250,“The Hunger Games” and “The Hate U Give” actress also lists Tierra Whack’s music and her grandfather’s violin among the 10 things she can’t live without.,2020-05-12T14:00:06+0000,News,1200,3.0,"Amandla Stenberg Sees Beauty Underwater, and Strength in Maya Angelou",Arts,Television
2252,"This eco-friendly estate, set on about nine acres outside the popular surfing town of San Juan del Sur, Nicaragua, is available for $650,000.",2020-05-13T13:30:14+0000,Slideshow,0,,An Eco-Friendly Estate in Nicaragua,Real Estate,
2253,The move by the nation’s largest four-year public university system comes as many other schools insist they will find a way to bring students back to campus despite the coronavirus.,2020-05-12T22:52:01+0000,News,775,12.0,"Fearing a Second Wave, Cal State Will Keep Classes Online in the Fall",U.S.,
2254,"Chancellor Angela Merkel last month made 1.0 sound like a line in the sand for the country’s R0 variable. But that has changed, along with the circumstances.",2020-05-12T21:47:49+0000,News,775,6.0,Germany’s ‘R-Naught’: Are Three Days Over 1.0 Cause for Worry?,World,Europe
2255,"As the coronavirus forces many of us to conduct more of our lives online, nest cams reassure us that there can be value in parasocial companionship.",2020-05-12T09:00:24+0000,News,975,16.0,How Watching Bald Eagles Build a Nest Prepared Me for the Pandemic,Magazine,
2257,"Godfrey Robinson has driven his ice cream truck along the same route for 26 years. Though his business is down, he’s out there, he says, to provide a sense of normalcy.",2020-05-13T09:00:01+0000,Video,0,,"Are Ice Cream Trucks Essential? In These N.Y.C. Neighborhoods, They Are",New York,
2258,"Don’t turn people away because of age. The whole family can help, just be sure to match type of volunteer to job.",2020-05-12T09:00:02+0000,News,353,17.0,How to Find Volunteers in a Pandemic,Magazine,
2259,The reservation has one of the country’s highest rates of infection.,2020-05-13T09:00:28+0000,Op-Ed,1070,,A Life on and Off the Navajo Nation,Opinion,Sunday Review
2260,"“Joining the ranks of every other clichéd gay in L.A.,” Fran Tirado is writing scripts and monitoring the platform’s L.G.B.T.Q. content.",2020-05-13T09:00:08+0000,News,1639,4.0,The Pandemic Work Diary of Netflix’s Queer Champion,Business Day,
2261,Tell us your city and we'll show you.,2020-05-13T09:00:01+0000,Interactive Feature,0,4.0,What Does Opportunity Look Like Where You Live?,Opinion,Sunday Review
2262,Fraudsters see opportunities to target us in these uncertain times. Here are their most popular schemes and how we can protect ourselves.,2020-05-13T09:00:21+0000,News,1348,7.0,"A Guide to Pandemic Scams, and What Not to Fall For",Technology,Personal Tech
2263,"One sick singer attended choir practice, infecting 52 others, two of whom died. A study released by the C.D.C. shows that self-isolation and tracing efforts helped contain the outbreak.",2020-05-13T00:09:35+0000,News,950,11.0,Coronavirus Ravaged a Choir. But Isolation Helped Contain It.,Health,
2264,"Your child may have setbacks during the school shutdown. But remember, schools will open again at some point and help get things back on track.",2020-05-13T18:00:05+0000,News,1368,,The Extra Burden for Parents of Children With Special Needs,Well,Family
2265,Many travelers seeking refunds are instead given only credit for a future trip. How one nonprofit is managing to give people their money back.,2020-05-12T20:17:12+0000,News,1153,2.0,"Amid a Sea of Vouchers, Road Scholar Offers Cash",Travel,
2266,"Now that the expert class is stuck at home, the bookcase has become the preferred background for applying a patina of authority to an amateurish video feed. Amanda Hess looks at why scrutinizing a celebrity’s bookcase has become a pandemic parlor game.",2020-05-12T09:00:01+0000,Video,0,,Why We’re Obsessed With Celebrities’ Bookcases,Arts,
2274,"In “Sunny Days,” David Kamp traces a revolutionary decade in kids’ TV.",2020-05-12T09:00:07+0000,Review,795,,How ‘Sesame Street’ Changed Childhood Forever,Books,Book Review
