abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
"The president announced the nomination of an inspector general for the Department of Health and Human Services, who, if confirmed, would replace an acting official whose report embarrassed Mr. Trump.",2020-05-02T02:50:36+0000,News,859,12,Trump Moves to Replace Watchdog Who Identified Critical Medical Shortages,U.S.,Politics
"As the pandemic clears the calendar, curators around the world reimagine how — and if — we will gather for art.",2020-05-01T09:00:20+0000,News,1610,15,Art Biennials Were Testing Grounds. Now They Are Being Tested.,Arts,Art & Design
"But even as President Trump acknowledged that the coronavirus has been deadlier than he had previously predicted, he pressed to reopen the country.",2020-05-03T23:08:29+0000,News,1473,9,"Trump Foresees Virus Death Toll as High as 100,000 in the United States",U.S.,Politics
Insurance plans with H.S.A.s may also cover coronavirus testing while keeping the tax perks.,2020-05-01T13:00:08+0000,News,818,9,"Health Savings Accounts Add Options in Pandemic, Including Telehealth",Your Money,
"Paul Giamatti and Damian Lewis return for the fifth run of Showtime’s drama, while the third season of HBO’s sci-fi series wraps up.",2020-05-03T05:00:07+0000,News,481,33,What’s on TV Sunday: ‘Billions’ and ‘Westworld’,Arts,Television
The country’s economy is starting to reopen. But health officials warn against moving too fast.,2020-05-03T11:00:05+0000,News,725,2,The Week in Business: Who’s Ready to Go Shopping?,Business Day,
The former Google C.E.O. has reinvented himself as the prime liaison between Silicon Valley and the military-industrial complex.,2020-05-02T09:00:19+0000,News,2487,1,‘I Could Solve Most of Your Problems’: Eric Schmidt’s Pentagon Offensive,Technology,
"In short supply, the samples are essential for the creation of coronavirus antibody tests that can help end lockdowns. Several companies are racing to capitalize on that.",2020-05-01T18:17:14+0000,News,1583,6,"Blood Samples, Vital for Antibody Tests, Sold at Exorbitant Rates",World,Europe
Prime Minister Justin Trudeau said the government had been in the process of introducing the ban when its agenda was overturned by the pandemic.,2020-05-01T17:32:39+0000,News,979,19,Canada Bans Assault Weapons in Wake of Deadly Mass Shooting,World,Canada
"First step, actually open up those bank and credit card statements.",2020-05-02T07:00:07+0000,News,901,5,Track Where Your Money Goes,Smarter Living,
"There was good news and bad news for Britons on Friday in the statistical barometers of the pandemic, which experts say have become an understandable but misplaced fixation in the country.",2020-05-01T20:32:30+0000,News,1139,4,"U.K. Virus Tests Surpass Target, but Britain’s Deaths May Overtake Italy’s",World,Europe
He helped get National Lampoon off the ground and was a producer of the Lampoon franchise’s hit movies.,2020-05-01T20:00:39+0000,Obituary (Obit),1066,25,"Matty Simmons, a Force Behind ‘Animal House,’ Is Dead at 93",Business Day,Media
"Even with the progress of #MeToo, women are called upon to defend their male colleagues. In the 2020 election, that can mean putting the movement itself on the line.",2020-05-02T16:25:06+0000,News,1963,1,"The Allegation Is Against Joe Biden, but the Burden Is on Women",U.S.,Politics
"Joseph R. Biden Jr., in his first public address of a former Senate aide’s accusation that he sexually assaulted her in 1993, called on the National Archives to release any document related to the allegation.",2020-05-01T09:00:17+0000,News,1706,1,Biden Denies Tara Reade’s Assault Allegation: ‘It Never Happened’,U.S.,Politics
"During epidemics, war and national tragedy, baseball was medicine for the masses. During this crisis, we’re still waiting for the prescription to be filled.",2020-05-01T14:31:48+0000,News,869,9,The Healing Power of Baseball,Well,
"The drug failed as a treatment for hepatitis and Ebola. With federal funding, scientists trained it on the coronavirus.",2020-05-01T23:09:45+0000,News,1156,1,"How Remdesivir, New Hope for Covid-19 Patients, Was Resurrected",Health,
Adm. Michael M. Gilday appears determined that his recommendations on the Roosevelt case will be made based on Navy principles and not on fears of what the White House might want.,2020-05-01T09:00:22+0000,News,1241,20,An Accidental Navy Chief Steers His Service Through a Storm,U.S.,Politics
The coronavirus is expected to permanently shut millions of small businesses in the next several months. Here are issues for owners to consider.,2020-05-01T09:00:19+0000,News,1641,3,When Does a Small Business File for Bankruptcy? And 8 More Questions,Business Day,
"David Rhodes, a news executive who has held leadership roles at CBS News and Bloomberg, has been advising the media empire’s British operation.",2020-05-01T22:36:08+0000,News,389,,A Onetime Leader of Fox News Returns to the Murdoch Fold,Business Day,Media
"In this comedy from Alice Wu, love letters reveal everything about a person, except their identity.",2020-05-01T07:01:04+0000,Review,296,5,"‘The Half of It’ Review: Being Yourself (and That Person, Too)",Movies,
"With dine-in restaurants shuttered and social distancing paramount, drive-throughs are now providing a crucial source of revenue during the pandemic.",2020-05-01T18:38:27+0000,News,1345,1,Drive-Throughs Are Now a Lifeline for Fast-Food Chains,Business Day,
People are seeking a bit of normalcy as governments wrestle with the shutdowns aimed at curbing the spread of the coronavirus.,2020-05-02T02:55:17+0000,News,839,,Photos of Life Transformed by a Pandemic,U.S.,
Sightings of the Asian giant hornet have prompted fears that the vicious insect could establish itself in the United States and devastate bee populations.,2020-05-02T09:00:13+0000,News,1351,22,‘Murder Hornets’ in the U.S.: The Rush to Stop the Asian Giant Hornet,U.S.,
Two NASA astronauts will now stay for more than a month and not two weeks during their first flight aboard the Crew Dragon capsule.,2020-05-01T21:04:53+0000,News,660,20,SpaceX to Bring Crew to Short-Staffed Space Station for Longer Stay,Science,
The orchestra’s concert on Friday used few players and observed social distancing guidelines.,2020-05-01T20:15:02+0000,Review,756,2,The Berlin Philharmonic Tests a Musical Path Out of Lockdown,Arts,Music
"Advice from Dad, and some experts, on what to do now that we’re driving so much less.",2020-05-03T10:00:05+0000,News,588,2,Maintenance Tips for a Virus-Idled Car,Business Day,
"Corrections that appeared in print on Sunday, May 3, 2020.",2020-05-03T13:45:32+0000,News,170,23,"Corrections: May 3, 2020",Corrections,
"The simple handshake, once an offer of peace, now carries a threat of contagion.",2020-05-02T15:00:03+0000,Op-Ed,924,,Let’s (Not) Shake on It,Opinion,
"Try to reach it without a vaccine, and millions will die.",2020-05-01T19:00:03+0000,Op-Ed,753,3,What the Proponents of ‘Natural’ Herd Immunity Don’t Say,Opinion,Sunday Review
"After the coronavirus, political transformation may be inevitable.",2020-05-02T15:00:13+0000,Op-Ed,1575,2,The New Great Depression Is Coming. Will There Be a New New Deal?,Opinion,Sunday Review
A devoted Yankees fan fell in love with the Washington Nationals. But Dr. Anthony S. Fauci concedes it’s going to be a while before he goes to another game.,2020-05-01T18:22:53+0000,News,1011,1,"Fauci, Leading Fight Against Coronavirus, Misses Baseball, Too",Sports,Baseball
Researchers have a plan to find out.,2020-05-02T18:30:06+0000,Op-Ed,804,3,Did Closing Schools Actually Help?,Sunday Review,
The latest on stock market and business news during the coronavirus outbreak.,2020-05-01T04:01:12+0000,News,2319,,U.S. Stocks End the Week Lower After Tech Earnings,Business Day,
"After 18 of our writers shared a silver lining during the pandemic, more than 300 people sent in submissions of their own luminous moments. Here’s a selection.",2020-05-03T08:00:57+0000,News,2657,12,One Bright Thing: Reader Edition,Reader Center,
The orchestra’s concert on Friday used few players and observed social distancing guidelines.,2020-05-01T20:15:02+0000,Review,756,2,The Berlin Philharmonic Tests a Musical Path Out of Lockdown,Arts,Music
"Advice from Dad, and some experts, on what to do now that we’re driving so much less.",2020-05-03T10:00:05+0000,News,588,2,Maintenance Tips for a Virus-Idled Car,Business Day,
White supremacists seek to stoke the fear and disruption caused by the pandemic to push their agenda and to recruit.,2020-05-03T09:00:07+0000,News,1357,8,The Coronavirus Becomes a Battle Cry for U.S. Extremists,U.S.,
"It could have saved her life, and instead it sent her to the deadliest place on earth right now: an American prison.",2020-05-03T23:08:00+0000,Op-Ed,876,,Blame the Justice Department for Andrea Circle Bear’s Death,Opinion,
Between the lines of “You can bet on America” were warnings not to be overconfident in predicting what the future might hold.,2020-05-03T20:16:28+0000,News,998,1,"Warren Buffett’s Optimistic? Pessimistic? No, Realistic",Business Day,DealBook
"Corrections that appeared in print on Friday, May 1, 2020.",2020-05-01T02:54:53+0000,Correction,176,23,"Corrections: May 1, 2020",Corrections,
A soapy period drama from two creators of “Glee” debuts on Netflix. And a new series on Disney Plus showcases famous film props.,2020-05-01T05:00:06+0000,News,491,15,What’s on TV Friday: ‘Hollywood’ and ‘Prop Culture’,Arts,Television
Interpreting lines from “Leaves of Grass” about the beauty and wonder to be discovered in the minuscule and routine.,2020-05-01T05:04:11+0000,News,52,,"Locked Inside, We’re Like Whitman, Finding Joy in Smallness",Books,
"As the pandemic hobbled the real estate industry, several huge deals crossed the finish line, including a record sale at Brooklyn Bridge Park and another Jeff Bezos acquisition in Manhattan.",2020-05-01T13:30:07+0000,News,1173,5,A Record Sale in Brooklyn Among April’s Closings,Real Estate,
"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-01T09:00:16+0000,News,1061,,This Weekend’s Livestreaming Events: Oprah Joins 200 Stars for a 24-Hour Benefit,Arts,
 Here’s what you need to know.,2020-05-01T09:32:22+0000,briefing,1593,,"Coronavirus, Gretchen Whitmer, Joe Biden: Your Friday Briefing",Briefing,
The Treasury secretary ordered elite schools with “significant endowments” to return loans intended to help small businesses pay employees during the coronavirus pandemic. Some are resisting.,2020-05-01T22:16:28+0000,News,800,8,"Think Twice, Mnuchin Tells Prep Schools Seeking Virus Loans",U.S.,
"At least three boats carrying Rohingya refugees have been adrift for more than two months. As of this week, rights groups that had been tracking the boats lost sight of them.",2020-05-01T04:39:21+0000,News,1063,18,Hundreds of Rohingya Refugees Stuck at Sea With ‘Zero Hope’,World,Asia Pacific
A 5 foot 4 lawyer and a 6 foot 5 physicist were first taken by each other’s smile.,2020-05-02T09:00:05+0000,News,613,10,Standing on a Step Stool to Kiss the Groom,Fashion & Style,Weddings
"As senators prepare to return on Monday, Congress’s doctor warned that he does not have the capacity to test all 100 for coronavirus. At the White House, the president and many of his aides are tested repeatedly.",2020-05-01T23:31:06+0000,News,1621,9,Capitol Lacks Tests for Returning Senators While White House Tests Many in Trump’s Circle,U.S.,Politics
The deal for the internet domain for nonprofit organizations had set off fierce opposition.,2020-05-01T13:57:13+0000,News,791,8,A Private Equity Firm Is Blocked From Buying .Org,Technology,
Detailed results from the Kansas presidential primary election.,2020-05-02T21:13:41+0000,Interactive Feature,0,,Kansas Primary Election Results 2020,U.S.,Elections
